cenario;arquivo;linha;tempo_s;politica;tarefa;jobs;misses;miss_pct;exec_min_us;exec_avg_us;exec_max_us;resp_min_us;resp_avg_us;resp_max_us;lat_inicio_max_us;jitter_avg_us;jitter_max_us;cpu_pct;evento_us;inicio_us;fim_us
02;02_CUSTOM_PREEMPTIVO_240MHz_UNICORE.txt;68;30.0;CUSTOM;NAV_PLAN;12;0;0.0;1;3209.2;8662;11;3340.5;8672;1148;229.4;1138;0.0;22109162;22109172;22109173
02;02_CUSTOM_PREEMPTIVO_240MHz_UNICORE.txt;69;30.0;CUSTOM;FAIL_SAFE;1;0;0.0;1339;1339.0;1339;1348;1348.0;1348;9;0.0;0;0.0;20444906;20444915;20446254
02;02_CUSTOM_PREEMPTIVO_240MHz_UNICORE.txt;70;35.0;CUSTOM;FUS_IMU;7000;0;0.0;668;677.4;794;615;623.5;1440;767;54.1;767;13.576;35040621;35040567;35041236
02;02_CUSTOM_PREEMPTIVO_240MHz_UNICORE.txt;71;35.0;CUSTOM;CTRL_ATT;7000;0;0.0;447;451.3;513;1129;1139.6;1402;889;17.9;206;9.3;35040567;35041246;35041697
02;02_CUSTOM_PREEMPTIVO_240MHz_UNICORE.txt;72;35.0;CUSTOM;NAV_PLAN;12;0;0.0;1;3209.2;8662;11;3340.5;8672;1148;229.4;1138;0.0;22109162;22109172;22109173
02;02_CUSTOM_PREEMPTIVO_240MHz_UNICORE.txt;73;35.0;CUSTOM;FAIL_SAFE;1;0;0.0;1339;1339.0;1339;1348;1348.0;1348;9;0.0;0;0.0;20444906;20444915;20446254
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;18;5.014;CUSTOM;FUS_IMU;1001;4;0.4;2021;2224.9;3035;1103;1343.6;7179;5135;934.2;5135;41.194;5059938;5059015;5061269
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;19;5.014;CUSTOM;CTRL_ATT;996;0;0.0;1352;1354.8;1423;3406;3612.1;4419;3065;395.6;1008;27.725;5059015;5061300;5062652
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;20;5.014;CUSTOM;NAV_PLAN;2;1;50.0;20;22946.0;45872;3328;24610.5;45893;3308;1643.5;3287;0.376;4717725;4717746;4763618
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;21;5.014;CUSTOM;FAIL_SAFE;0;0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.003;0;0;0
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;27;10.015;CUSTOM;FUS_IMU;2001;6;0.3;2021;2235.4;3036;1103;1342.2;7179;5135;931.2;5135;41.652;10059938;10059015;10062051
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;28;10.015;CUSTOM;CTRL_ATT;1994;0;0.0;1352;1354.8;1423;3406;3622.2;4433;3069;389.8;1012;27.856;10059015;10062081;10063436
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;29;10.015;CUSTOM;NAV_PLAN;3;1;33.333;8;15300.0;45872;38;16419.7;45893;3308;1098.7;3287;0.047;7317524;7317554;7317562
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;30;10.015;CUSTOM;FAIL_SAFE;0;0;0.0;0;0.0;0;0;0.0;0;0;0.0;0;0.0;0;0;0
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;40;15.014;CUSTOM;FUS_IMU;3001;13;0.433;2021;2258.8;3070;1103;1378.4;7483;5135;935.8;5135;42.961;15059938;15059015;15061367
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;41;15.014;CUSTOM;CTRL_ATT;2985;0;0.0;1352;1355.1;1423;3406;3645.9;4470;3101;371.4;1014;27.683;15059015;15061397;15062767
03;03_CUSTOM_COOPERATIVO_80MHz_UNICORE.txt;42;15.014;CUSTOM;NAV_PLAN;7;3;42.857;8;19206.6;46663;38;20964.6;46686;3420;1922.0;3397;0.819;14959678;14963098;14963106
